iata;icao;name;runways;longest;elevation;country;region;city;lat;lon
TPP;SPST;Cadete FAP Guillermo Del Castillo Paredes Airport;1;8530;869;PE;PE-SAM;Tarapoto;-6.50873994827271;-76.3731994628906
TCQ;SPTN;Coronel FAP Carlos Ciriani Santa Rosa International Airport;1;8202;1538;PE;PE-TAC;Tacna;-18.0533008575;-70.2758026123
PEM;SPTU;Padre Aldamiz International Airport;1;11482;659;PE;PE-MDD;Puerto Maldonado;-12.6135997772;-69.2285995483
PIU;SPUR;Capitán FAP Guillermo Concha Iberico International Airport;1;8202;120;PE;PE-PIU;Piura;-5.20574998856;-80.6164016724
CUZ;SPZO;Alejandro Velasco Astete International Airport;1;11146;10860;PE;PE-CUS;Cusco;-13.5356998444;-71.9387969971
DOU;SBDO;Dourados Airport;1;6374;1503;BR;BR-MS;Dourados;-22.2019004822;-54.9266014099
YBR;CYBR;Brandon Municipal Airport;3;6500;1343;CA;CA-MB;Brandon;49.9099998474121;-99.9518966674805
YLL;CYLL;Lloydminster Airport;2;5577;2193;CA;CA-AB;Lloydminster;53.3092002868652;-110.072998046875
YQF;CYQF;Red Deer Regional Airport;2;5528;2968;CA;CA-AB;Red Deer;52.182201385498;-113.893997192383
YQL;CYQL;Lethbridge County Airport;2;6500;3048;CA;CA-AB;Lethbridge;49.6302986145;-112.800003052
YXH;CYXH;Medicine Hat Airport;2;5000;2352;CA;CA-AB;Medicine Hat;50.0189018249512;-110.721000671387
RNB;ESDF;Ronneby Airport;1;7648;191;SE;SE-K;Ronneby;56.2667007446289;15.2650003433228
JKG;ESGJ;Jönköping Airport;2;7228;741;SE;SE-F;Jönköping;57.7575988769531;14.068699836731
MXX;ESKM;Mora Airport;1;5951;634;SE;SE-W;Mora;60.9579010009766;14.5114002227783
KID;ESMK;Kristianstad Airport;1;7267;76;SE;SE-M;Kristianstad;55.9216995239258;14.0854997634888
KLR;ESMQ;Kalmar Airport;2;6726;17;SE;SE-H;Kalmar;56.6855010986328;16.2875995635986
HAD;ESMT;Halmstad Airport;1;7419;101;SE;SE-N;Halmstad;56.6911010742188;12.8201999664307
EVG;ESND;Sveg Airport;1;5579;1178;SE;SE-Z;Sveg;62.0477981567383;14.4229001998901
GEV;ESNG;Gällivare Airport;1;5623;1027;SE;SE-BD;Gällivare;67.1324005126953;20.8145999908447
KRF;ESNK;Kramfors Sollefteå Airport;1;6565;34;SE;SE-Y;Kramfors / Sollefteå;63.0485992431641;17.7688999176025
LYC;ESNL;Lycksele Airport;1;6564;705;SE;SE-AC;Lycksele;64.5483016967773;18.7161998748779
OER;ESNO;Örnsköldsvik Airport;1;6607;354;SE;SE-Y;Örnsköldsvik;63.4082984924316;18.9899997711182
KRN;ESNQ;Kiruna Airport;1;8209;1508;SE;SE-BD;Kiruna;67.8219985961914;20.336799621582
UME;ESNU;Umeå Airport;1;7551;24;SE;SE-AC;Umeå;63.7918014526367;20.2828006744385
VHM;ESNV;Vilhelmina Airport;1;4928;1140;SE;SE-AC;Vilhelmina;64.5791015625;16.8335990905762
OSD;ESNZ;Östersund Airport;2;8202;1233;SE;SE-Z;Östersund;63.1944007873535;14.5003004074097
HFS;ESOH;Hagfors Airport;1;4951;474;SE;SE-S;Hagfors;60.0200996398926;13.5789003372192
KSD;ESOK;Karlstad Airport;2;8255;352;SE;SE-S;Karlstad;59.4446983337;13.3374004364
LLA;ESPA;Luleå Airport;1;10990;65;SE;SE-BD;Luleå;65.5438003540039;22.1219997406006
VBY;ESSV;Visby Airport;2;6562;164;SE;SE-I;Visby;57.6627998352051;18.3462009429932
AGH;ESTA;Ängelholm-Helsingborg Airport;2;6552;68;SE;SE-M;Ängelholm;56.2961006164551;12.8471002578735
ZAL;SCVD;Pichoy Airport;1;6870;59;CL;CL-LR;Valdivia;-39.6500015259;-73.0860977173
CDR;KCDR;Chadron Municipal Airport;2;6001;3297;US;US-NE;Chadron;42.837600708;-103.095001221
KTT;EFKT;Kittila Airport;1;8202;644;FI;FI-LL;Kittila;67.7009963989258;24.8467998504639
WIN;YWTN;Winton Airport;2;4600;638;AU;AU-QLD;Winton;-22.3635997772217;143.085998535156
BJA;DAAE;Soummam Airport;1;7874;20;DZ;DZ-06;Béjaïa;36.7120018005;5.06992006302
QSF;DAAS;Ain Arnat Airport;1;9495;3360;DZ;DZ-19;Sétif;36.1781005859;5.32449007034
BLJ;DABT;Batna Airport;1;9843;2697;DZ;DZ-05;Batna;35.7521018982;6.3085899353
TLM;DAON;Zenata – Messali El Hadj Airport;1;8530;814;DZ;DZ-13;Tlemcen;35.0167007446;-1.45000004768
BSK;DAUB;Biskra Airport;1;9469;289;DZ;DZ-07;Biskra;34.7933006287;5.73823022842
TOE;DTTZ;Tozeur Nefta International Airport;1;10581;287;TN;TN-72;Tozeur;33.9397010803223;8.11056041717529
DZA;FMCZ;Dzaoudzi Pamandzi International Airport;1;6330;23;YT;YT-U-A;Dzaoudzi;-12.8046998977661;45.2811012268066
ESU;GMMI;Mogador Airport;1;6890;384;MA;MA-ESI;Essaouira;31.3974990845;-9.6816701889
OZZ;GMMZ;Ouarzazate Airport;1;9842;3782;MA;MA-OUA;Ouarzazate;30.9391002655;-6.90943002701
AGF;LFBA;Agen-La Garenne Airport;1;7103;204;FR;FR-B;Agen/La Garenne;44.1747016906738;0.590556025505066
PGX;LFBX;Périgueux-Bassillac Airport;1;5741;328;FR;FR-B;Périgueux/Bassillac;45.1981010437012;0.815555989742279
DCM;LFCK;Castres-Mazamet Airport;1;5988;788;FR;FR-N;Castres/Mazamet;43.5563011169434;2.2891800403595
LPY;LFHP;Le Puy-Loudes Airport;2;4741;2731;FR;FR-C;Le Puy/Loudes;45.0806999206543;3.76289010047913
AUR;LFLW;Aurillac Airport;1;5577;2096;FR;FR-C;Aurillac;44.8913993835449;2.42194008827209
LRT;LFRH;Lorient South Brittany (Bretagne Sud) Airport;2;7884;160;FR;FR-E;Lorient/Lann/Bihoué;47.7606010437012;-3.44000005722046
LAI;LFRO;Lannion-Côte de Granit Airport;1;5577;290;FR;FR-E;Lannion;48.7543983459473;-3.47165989875793
UIP;LFRQ;Quimper-Cornouaille Airport;2;7054;297;FR;FR-E;Quimper/Pluguffan;47.9749984741211;-4.16778993606567
CAY;SOCA;Cayenne-Rochambeau Airport;1;10486;26;GF;GF-CY;Cayenne / Rochambeau;4.81980991364;-52.3604011536
BHJ;VABJ;Bhuj Airport;1;8205;268;IN;IN-GJ;Bhuj;23.2877998352;69.6701965332
BHU;VABV;Bhavnagar Airport;1;6300;44;IN;IN-GJ;Bhavnagar;21.752199173;72.1852035522
HBX;VOHB;Hubli Airport;1;5495;2171;IN;IN-KA;Hubli;15.361700058;75.0848999023
JGA;VAJM;Jamnagar Airport;2;8242;69;IN;IN-GJ;Jamnagar;22.4654998779297;70.0126037597656
RAJ;VARK;Rajkot Airport;1;6040;441;IN;IN-GJ;Rajkot;22.3092002869;70.7795028687
GWL;VIGR;Gwalior Airport;1;9000;617;IN;IN-MP;Gwalior;26.2933006286621;78.2277984619141
BFN;FABL;Bram Fischer International Airport;2;8396;4458;ZA;ZA-FS;Bloemfontain;-29.0926990509;26.302400589
ELS;FAEL;Ben Schoeman Airport;2;6362;435;ZA;ZA-EC;East London;-33.0355987549;27.8258991241
ELL;FAER;Ellisras Matimba Airport;1;5902;2799;ZA;ZA-NP;Ellisras;-23.7266998291016;27.6882991790771
GRJ;FAGG;George Airport;1;6562;648;ZA;ZA-WC;George;-34.0055999756;22.378900528
HDS;FAHS;Hoedspruit Air Force Base Airport;2;13095;1743;ZA;ZA-NP;Hoedspruit;-24.3686008453;31.0487003326
KIM;FAKM;Kimberley Airport;2;9843;3950;ZA;ZA-NC;Kimberley;-28.8027992249;24.7651996613
MQP;FAKN;Kruger Mpumalanga International Airport;1;10171;2829;ZA;ZA-MP;Mpumalanga;-25.3831996918;31.1056003571
HLA;FALA;Lanseria Airport;2;10000;4517;ZA;ZA-GT;Johannesburg;-25.9384994507;27.9260997772
MGH;FAMG;Margate Airport;1;4495;495;ZA;ZA-NL;Margate;-30.8574008942;30.343000412
PLZ;FAPE;Port Elizabeth Airport;3;6496;226;ZA;ZA-EC;Port Elizabeth;-33.9849014282;25.6173000336
PBZ;FAPG;Plettenberg Bay Airport;1;4003;465;ZA;ZA-WC;Plettenberg Bay;-34.0881601675;23.3287234306
PHW;FAPH;Hendrik Van Eck Airport;1;4491;1432;ZA;ZA-NP;Phalaborwa;-23.9372005463;31.1553993225
PZB;FAPM;Pietermaritzburg Airport;1;5043;2423;ZA;ZA-NL;Pietermaritzburg;-29.6490001678;30.3987007141
PTG;FAPP;Polokwane International Airport;2;8400;4076;ZA;ZA-NP;Potgietersrus;-23.8453006744;29.4585990906
RCB;FARB;Richards Bay Airport;1;4265;109;ZA;ZA-NL;Richards Bay;-28.7409992218;32.0920982361
UTN;FAUP;Pierre Van Ryneveld Airport;2;16076;2782;ZA;ZA-NC;Upington;-28.39909935;21.2602005005
UTT;FAUT;K. D. Matanzima Airport;2;6562;2400;ZA;ZA-EC;Mthatha;-31.5463631849;28.6733551025
FRW;FBFT;Francistown Airport;2;7218;3283;BW;BW-NE;Francistown;-21.1595993041992;27.4745006561279
BBK;FBKE;Kasane Airport;1;6562;3289;BW;BW-NW;Kasane;-17.8328990936279;25.1623992919922
MUB;FBMN;Maun Airport;1;6562;3093;BW;BW-NW;Maun;-19.9726009368896;23.4311008453369
GBE;FBSK;Sir Seretse Khama International Airport;1;9843;3299;BW;BW-SE;Gaborone;-24.5552005767822;25.9181995391846
MTS;FDMS;Matsapha Airport;1;8530;2075;SZ;SZ-MA;Manzini;-26.5289993286133;31.3075008392334
LVI;FLLI;Livingstone Airport;2;7520;3302;ZM;ZM-07;Livingstone;-17.8218002319336;25.8227005004883
NLA;FLND;Ndola Airport;2;8250;4167;ZM;ZM-08;Ndola;-12.9981002807617;28.6648998260498
BEW;FQBR;Beira Airport;3;7874;33;MZ;MZ-S;Beira;-19.7964000701904;34.907600402832
INH;FQIN;Inhambane Airport;2;4921;30;MZ;MZ-I;Inhambabe;-23.8763999938965;35.4085006713867
MPM;FQMA;Maputo Airport;2;12008;145;MZ;MZ-MPM;Maputo;-25.9207992553711;32.5726013183594
APL;FQNP;Nampula Airport;2;6562;1444;MZ;MZ-N;Nampula;-15.1056003570557;39.2817993164062
POL;FQPB;Pemba Airport;2;5905;331;MZ;MZ-P;Pemba / Porto Amelia;-12.9917621612549;40.5240135192871
TET;FQTT;Chingozi Airport;1;8225;525;MZ;MZ-T;Tete;-16.1047992706299;33.6402015686035
VNX;FQVL;Vilankulo Airport;2;4823;46;MZ;MZ-I;Vilanculo;-22.0184001922607;35.3133010864258
BUQ;FVBU;Joshua Mqabuko Nkomo International Airport;2;8491;4359;ZW;ZW-BU;Bulawayo;-20.0174007415771;28.6179008483887
VFA;FVFA;Victoria Falls International Airport;1;7708;3490;ZW;ZW-MN;Victoria Falls;-18.0958995819092;25.8390007019043
BLZ;FWCL;Chileka International Airport;2;7628;2555;MW;MW-BL;Blantyre;-15.6791000366211;34.9739990234375
LLW;FWKI;Lilongwe International Airport;1;11614;4035;MW;MW-LI;Lilongwe;-13.7894001007;33.78099823
MSU;FXMM;Moshoeshoe I International Airport;2;10498;5348;LS;LS-A;Maseru;-29.4622993469238;27.5524997711182
WVB;FYWB;Walvis Bay Airport;1;7001;299;NA;NA-ER;Walvis Bay;-22.9799003601074;14.645299911499
FBM;FZQA;Lubumbashi International Airport;1;10623;4295;CD;CD-KA;Lubumbashi;-11.5913000107;27.5308990479
ZNZ;HTZA;Abeid Amani Karume International Airport;1;8077;54;TZ;TZ-07;Zanzibar;-6.22202014923;39.224899292
GAF;DTTF;Gafsa Ksar International Airport;1;9514;1060;TN;TN-71;Gafsa;34.4220008850098;8.82250022888184
GAE;DTTG;Gabès Matmata International Airport;1;3702;26;TN;TN-81;Gabès;33.8768997192383;10.1033000946045
LGG;EBLG;Liège Airport;2;10784;659;BE;BE-WLG;Liège;50.6374015808105;5.4432201385498
OST;EBOS;Ostend-Bruges International Airport;2;10499;13;BE;BE-VWV;Ostend;51.1988983154;2.8622200489
SCN;EDDR;Saarbrücken Airport;2;6562;1058;DE;DE-SL;Saarbrücken;49.2145996094;7.10950994492
LBC;EDHL;Lübeck Blankensee Airport;1;6896;53;DE;DE-SH;Lübeck;53.8054008484;10.7192001343
ZQW;EDRZ;Zweibrücken Airport;1;9677;1132;DE;DE-RP;Zweibrücken;49.209400177002;7.40055990219116
KSF;EDVK;Kassel-Calden Airport;2;4921;909;DE;DE-HE;Kassel;51.408332824707;9.3774995803833
DSA;EGCN;Robin Hood Doncaster Sheffield Airport;1;9491;55;UK;GB-ENG;Doncaster;53.4805378105;-1.01065635681
MST;EHBK;Maastricht Aachen Airport;1;8202;375;NL;NL-LI;Maastricht;50.9117012024;5.77014017105
GRQ;EHGG;Eelde Airport;2;8202;17;NL;NL-DR;Groningen;53.1197013855;6.57944011688
TMS;FPST;São Tomé International Airport;1;7283;33;ST;ST-S;São Tomé;0.378174990415573;6.71215009689331
SRX;HLGD;Gardabya Airport;2;11807;267;LY;LY-SR;Sirt;31.0634994507;16.5949993134
TOB;HLGN;Gamal Abdel Nasser Airport;3;9895;519;LY;LY-BU;Tobruk;31.8610000610352;23.9069995880127
BEN;HLLB;Benina International Airport;2;11732;433;LY;LY-BA;Benghazi;32.0968017578;20.2695007324
LAQ;HLLQ;La Abraq Airport;2;11824;2157;LY;LY-JA;Al Bayda;32.7887001037598;21.9643001556396
ILD;LEDA;Lleida-Alguaire Airport;1;8202;1170;ES;ES-CT;Lleida;41.728185;0.535023
DLE;LFGJ;Dole-Tavaux Airport;1;7318;645;FR;FR-I;Dole/Tavaux;47.0390014648438;5.42724990844727
AXD;LGAL;Dimokritos Airport;1;8471;24;GR;GR-71;Alexandroupolis;40.855899810791;25.9563007354736
JIK;LGIK;Ikaria Airport;1;4530;79;GR;GR-84;Ikaria Island;37.6827011108;26.3470993042
IOA;LGIO;Ioannina Airport;1;7874;1558;GR;GR-33;Ioannina;39.6963996887207;20.8225002288818
KSO;LGKA;Kastoria National Airport;1;8852;2167;GR;GR-56;Kastoria;40.4463005066;21.2821998596
KZS;LGKJ;Kastelorizo Airport;1;2618;489;GR;GR-81;Kastelorizo Island;36.1417007446;29.5764007568
JKL;LGKY;Kalymnos Airport;1;3330;771;GR;GR-81;Kalymnos Island;36.9632987976;26.9405994415
KZI;LGKZ;Filippos Airport;1;5978;2059;GR;GR-58;Kozani;40.2860984802246;21.840799331665
LRS;LGLE;Leros Airport;1;3320;39;GR;GR-81;Leros Island;37.1848983765;26.8003005981
LXS;LGLM;Limnos Airport;1;9895;14;GR;GR-83;Limnos Island;39.917098999;25.2362995148
MLO;LGML;Milos Airport;1;2608;10;GR;GR-82;Milos Island;36.6968994141;24.4769001007
JNX;LGNX;Naxos Airport;1;2953;10;GR;GR-82;Naxos Island;37.0811004639;25.3680992126
PAS;LGPA;Paros Airport;1;2329;131;GR;GR-82;Paros Island;37.0102996826;25.1280994415
JTY;LGPL;Astypalaia Airport;1;3245;165;GR;GR-81;Astypalaia Island;36.5798988342;26.3757991791
JSI;LGSK;Skiathos Island National Airport;1;5341;54;GR;GR-43;Skiathos;39.1771011352539;23.5037002563477
JSY;LGSO;Syros Airport;1;3542;236;GR;GR-82;Syros Island;37.4227981567;24.9508991241
JSH;LGST;Sitia Airport;1;6804;376;GR;GR-92;Crete Island;35.2160987854004;26.1012992858887
SKU;LGSY;Skiros Airport;1;9849;44;GR;GR-04;Skiros Island;38.9676017761;24.4871997833
SMA;LPAZ;Santa Maria Airport;3;10000;308;PT;PT-20;Vila do Porto;36.9714012145996;-25.1706008911133
HOR;LPHR;Horta Airport;1;5233;118;PT;PT-20;Horta;38.5199012756348;-28.7159004211426
TER;LPLA;Lajes Field;1;10870;180;PT;PT-20;Lajes;38.7617988586;-27.0907993317
PIX;LPPI;Pico Airport;1;5725;109;PT;PT-20;Pico Island;38.5542984008789;-28.4412994384766
PXO;LPPS;Porto Santo Airport;2;9861;341;PT;PT-30;Vila Baleira;33.0733985901;-16.3500003815
MRA;HLMS;Misratah Airport;1;11154;60;LY;LY-MI;Misratah;32.3250007629395;15.0609998703003
ATT;none;Atmautluak Airport;1;3000;17;US;US-AK;Atmautluak;60.8666992188;-162.272994995
KOZ;none;Ouzinkie Airport;1;3300;55;US;US-AK;Ouzinkie;57.9229011536;-152.50100708
CHU;PACH;Chuathbaluk Airport;1;3401;244;US;US-AK;Chuathbaluk;61.57910156;-159.2160034
KLL;none;Levelock Airport;1;3284;39;US;US-AK;Levelock;59.1281013489;-156.85899353
WTL;none;Tuntutuliak Airport;1;3025;16;US;US-AK;Tuntutuliak;60.3353004456;-162.667007446
RNA;AGAR;Ulawa Airport;1;2822;40;SB;SB-MK;Arona;-9.86054358262;161.979546547
ATD;AGAT;Uru Harbour Airport;1;2769;17;SB;SB-ML;Atoifi;-8.87333011627197;161.011001586914
BNY;AGGB;Bellona/Anua Airport;1;2187;60;SB;SB-RB;Anua;-11.3022222222;159.798333333
CHY;AGGC;Choiseul Bay/Taro Island Airport;1;2164;5;SB;SB-CH;Choiseul Bay;-6.711944;156.396111
FRE;AGGF;Fera/Maringe Airport;1;1854;9;SB;SB-IS;Fera Island;-8.10750007629395;159.576995849609
IRA;AGGK;Ngorangora Airport;1;4377;54;SB;SB-MK;Kirakira;-10.4497003555;161.897994995
SCZ;AGGL;Santa Cruz/Graciosa Bay/Luova Airport;1;2999;18;SB;SB-TE;Santa Cruz/Graciosa Bay/Luova;-10.7202997207642;165.794998168945
MUA;AGGM;Munda Airport;1;4593;10;SB;SB-WE;Munda;-8.32796955108643;157.263000488281
GZO;AGGN;Nusatupe Airport;1;3609;13;SB;SB-WE;Gizo;-8.09778022766;156.863998413
RNL;AGGR;Rennell/Tingoa Airport;1;2206;82;SB;SB-RB;Rennell Island;-11.5339002609253;160.063003540039
EGM;AGGS;Sege Airport;1;3002;11;SB;SB-WE;Sege;-8.57888984680176;157.876007080078
NNB;AGGT;Santa Ana Airport;1;2655;3;SB;SB-MK;Santa Ana Island;-10.847994;162.454108
RUS;AGGU;Marau Airport;1;2001;3;SB;SB-GU;Marau;-9.86166954041;160.824996948
VAO;AGGV;Suavanao Airport;1;2789;20;SB;SB-IS;Suavanao;-7.5855598449707;158.731002807617
KGE;AGKG;Kaghau Airport;1;2428;30;SB;SB-CH;Kagau Island;-7.3305;157.585
RBV;AGRM;Ramata Airport;1;3950;46;SB;SB-WE;Ramata;-8.16806030273438;157.643005371094
BUA;AYBK;Buka Airport;1;5125;11;PG;PG-NSB;Buka Island;-5.4223198890686;154.673004150391
CMU;AYCH;Chimbu Airport;1;3330;4974;PG;PG-CPK;Kundiawa;-6.02429008483887;144.970993041992
DAU;AYDU;Daru Airport;1;4593;20;PG;PG-WPD;Daru;-9.08675956726;143.207992554
GKA;AYGA;Goroka Airport;2;5400;5282;PG;PG-EHG;Goronka;-6.08168983459;145.391998291
GUR;AYGN;Gurney Airport;1;5546;88;PG;PG-MBA;Gurney;-10.3114995956;150.333999634
PNP;AYGR;Girua Airport;1;5485;311;PG;PG-NPP;Popondetta;-8.80453968048;148.309005737
HKN;AYHK;Kimbe Airport;1;5212;66;PG;PG-WBK;Hoskins;-5.46217012405396;150.404998779297
UNG;AYKI;Kiunga Airport;1;3691;88;PG;PG-WPD;Kiunga;-6.12571001052856;141.281997680664
KVG;AYKV;Kavieng Airport;1;5592;7;PG;PG-NIK;Kavieng;-2.57940006256;150.807998657
LNV;AYKY;Londolovit Airport;1;3937;167;PG;PG-NIK;Londolovit;-3.04361009598;152.628997803
MAG;AYMD;Madang Airport;1;5174;20;PG;PG-MPM;Madang;-5.20707988739;145.789001465
HGU;AYMH;Mount Hagen Kagamuga Airport;2;7185;5388;PG;PG-WHM;Mount Hagen;-5.82678985595703;144.296005249023
MDU;AYMN;Mendi Airport;1;4411;5680;PG;PG-SHM;Mendi;-6.14773988723755;143.656997680664
MAS;AYMO;Momote Airport;1;6136;12;PG;PG-MRL;Momote;-2.06188988685608;147.42399597168
MXH;AYMR;Moro Airport;1;5774;2740;PG;PG-SHM;Moro;-6.36332988739;143.238006592
LAE;AYNZ;Lae Nadzab Airport;1;8004;239;PG;PG-MPL;Nadzab;-6.5698299408;146.725997925
TIZ;AYTA;Tari Airport;1;5197;5500;PG;PG-HE;Tari;-5.84499979019;142.947998047
TBG;AYTB;Tabubil Airport;1;4232;1570;PG;PG-WPD;Tabubil;-5.27861022949219;141.225997924805
RAB;AYTK;Tokua Airport;1;5643;32;PG;PG-EBR;Tokua;-4.34045982361;152.380004883
VAI;AYVN;Vanimo Airport;1;5775;10;PG;PG-SAN;Vanimo;-2.69717001914978;141.302001953125
WBM;AYWD;Wapenamanda Airport;1;5052;5889;PG;PG-EPW;Wapenamanda;-5.64330005645752;143.895004272461
WWK;AYWK;Wewak International Airport;1;5234;19;PG;PG-ESW;Wewak;-3.58383011818;143.669006348
GOH;BGGH;Godthaab / Nuuk Airport;1;3117;283;GL;GL-U-A;Nuuk;64.19090271;-51.6781005859
SFJ;BGSF;Kangerlussuaq Airport;1;9219;165;GL;GL-U-A;Kangerlussuaq;67.0122218992;-50.7116031647
RBQ;SLRQ;Rurenabaque Airport;1;6141;899;BO;BO-B;Rurenabaque;-14.4279003143;-67.4968032837
BUL;AYBU;Bulolo Airport;1;4373;2240;PG;PG-MPL;Bulolo;-7.21628667141;146.649541855
BCV;MZBP;Belmopan Airport;1;3609;200;BZ;BZ-CY;Belmopan;17.2695999145508;-88.776496887207
CUK;MZCK;Caye Caulker Airport;1;2610;1;BZ;BZ-BZ;Caye Caulker;17.7346992492676;-88.0325012207031
DGA;MZPB;Dangriga Airport;1;2090;508;BZ;BZ-SC;Dangriga;16.9825096130371;-88.2309875488281
PLJ;MZPL;Placencia Airport;1;2135;42;BZ;BZ-SC;Placencia;16.5369567871094;-88.3615112304688
SPR;MZSP;San Pedro Airport;1;3501;3;BZ;BZ-CY;San Pedro;17.9139003753662;-87.9710998535156
SQS;MZCF;Matthew Spain Airport;1;2231;416;BZ;BZ-CY;San Ignacio;17.1859;-89.0098
TZA;MZBE;Belize City Municipal Airport;1;1825;16;BZ;BZ-BZ;Belize City;17.5163898468018;-88.1944427490234
YAA;CAJ4;Anahim Lake Airport;2;3930;3635;CA;CA-BC;Anahim Lake;52.4524993896484;-125.303001403809
YLE;CEM3;Whatì Airport;1;2991;882;CA;CA-NT;Whatì;63.1316986083984;-117.246002197266
TVS;ZBTS;Tangshan Sannühe Airport;1;8858;50;CN;CN-13;Tangshan;39.7178001404;118.002624512
OHE;ZYMH;Gu-Lian Airport;1;7218;1836;CN;CN-23;Mohe;52.9127777778;122.43
BSD;ZPBS;Baoshan Yunduan Airport;1;7874;5453;CN;CN-53;Baoshan;25.0533008575;99.168296814
LNJ;ZPLC;Lintsang Airfield;1;7874;6230;CN;CN-53;Lincang;23.7381000519;100.025001526
PZI;ZUZH;Bao'anying Airport;1;9186;6483;CN;CN-51;Panzhihua;26.54;101.79852
FUO;ZGFS;Foshan Shadi Airport;1;9186;6;CN;CN-44;Foshan;23.0832996368;113.069999695
AEB;ZGBS;Baise Youjiang Airport;1;8202;148;CN;CN-45;Baise;23.7206001282;106.959999084
YZY;ZLZY;Zhangye Southeast Air Base;2;9843;2264;CN;CN-62;Zhangye;38.8018989563;100.675003052
LDS;ZYLD;Lindu Airport;1;7546;791;CN;CN-23;Yichun;47.7520555556;129.019125
YKU;CSU2;Chisasibi Airport;1;3792;43;CA;CA-QC;Chisasibi;53.8055992126465;-78.9169006347656
YAG;CYAG;Fort Frances Municipal Airport;2;4500;1125;CA;CA-ON;Fort Frances;48.6542015075684;-93.439697265625
YKG;CYAS;Kangirsuk Airport;1;3521;403;CA;CA-QC;Kangirsuk;60.0271987915039;-69.9991989135742
YAY;CYAY;St. Anthony Airport;1;4000;108;CA;CA-NL;St. Anthony;51.3918991089;-56.0830993652
YCB;CYCB;Cambridge Bay Airport;1;5000;90;CA;CA-NU;Cambridge Bay;69.1081008911;-105.138000488
YCL;CYCL;Charlo Airport;1;6000;132;CA;CA-NB;Charlo;47.9907989501953;-66.3302993774414
YCO;CYCO;Kugluktuk Airport;1;5500;74;CA;CA-NU;Kugluktuk;67.8167037964;-115.143997192
YCY;CYCY;Clyde River Airport;1;3500;87;CA;CA-NU;Clyde River;70.4860992432;-68.5167007446
YFH;CYFH;Fort Hope Airport;1;3500;899;CA;CA-ON;Fort Hope;51.5619010925293;-87.9077987670898
YFO;CYFO;Flin Flon Airport;1;5000;997;CA;CA-MB;Flin Flon;54.6781005859375;-101.681999206543
YFS;CYFS;Fort Simpson Airport;1;6000;555;CA;CA-NT;Fort Simpson;61.7602005004883;-121.236999511719
YGP;CYGP;Gaspé (Michel-Pouliot) Airport;1;4500;112;CA;CA-QC;Gaspé;48.7752990723;-64.4785995483
YGR;CYGR;Îles-de-la-Madeleine Airport;2;4500;35;CA;CA-QC;Îles-de-la-Madeleine;47.4247016906738;-61.7780990600586
YGT;CYGT;Igloolik Airport;1;3800;174;CA;CA-NU;Igloolik;69.3647003174;-81.8161010742
YGV;CYGV;Havre St Pierre Airport;1;4500;124;CA;CA-QC;Havre St-Pierre;50.2818984985352;-63.611400604248
YGX;CYGX;Gillam Airport;1;5000;476;CA;CA-MB;Gillam;56.3574981689453;-94.7106018066406
YNS;CYHH;Nemiscau Airport;1;5000;802;CA;CA-QC;Nemiscau;51.6911010742188;-76.1355972290039
YHK;CYHK;Gjoa Haven Airport;1;4400;152;CA;CA-NU;Gjoa Haven;68.635597229;-95.8497009277
YHU;CYHU;Montréal / Saint-Hubert Airport;3;7840;90;CA;CA-QC;Montréal;45.5175018311;-73.4169006348
ZEL;CYJQ;Denny Island Airport;1;2954;162;CA;CA-BC;Bella Bella;52.1397018433;-128.063995361
YJT;CYJT;Stephenville Airport;2;10000;84;CA;CA-NL;Stephenville;48.5442008972168;-58.5499992370605
YKL;CYKL;Schefferville Airport;1;5000;1709;CA;CA-QC;Schefferville;54.8053016662598;-66.8052978515625
YKQ;CYKQ;Waskaganish Airport;1;3500;80;CA;CA-QC;Waskaganish;51.4733009338379;-78.75830078125
YPJ;CYLA;Aupaluk Airport;2;3521;119;CA;CA-QC;Aupaluk;59.2966995239258;-69.5997009277344
YLC;CYLC;Kimmirut Airport;1;1900;175;CA;CA-NU;Kimmirut;62.8499984741;-69.8833007812
YSG;CYLK;Lutselk'e Airport;1;2996;596;CA;CA-NT;Lutselk'e;62.4183006286621;-110.681999206543
XGR;CYLU;Kangiqsualujjuaq (Georges River) Airport;1;3521;215;CA;CA-QC;Kangiqsualujjuaq;58.7113990783691;-65.9927978515625
YMO;CYMO;Moosonee Airport;2;4000;30;CA;CA-ON;Moosonee;51.2910995483398;-80.6078033447266
YUD;CYMU;Umiujaq Airport;1;3500;250;CA;CA-QC;Umiujaq;56.5360984802246;-76.5183029174805
YNA;CYNA;Natashquan Airport;1;4494;39;CA;CA-QC;Natashquan;50.189998626709;-61.7891998291016
YPH;CYPH;Inukjuak Airport;1;3500;83;CA;CA-QC;Inukjuak;58.4719009399414;-78.0768966674805
YPN;CYPN;Port Menier Airport;1;4886;167;CA;CA-QC;Port-Menier;49.8363990783691;-64.2885971069336
YPX;CYPX;Puvirnituq Airport;1;5013;74;CA;CA-QC;Puvirnituq;60.0505981445312;-77.2869033813477
YPY;CYPY;Fort Chipewyan Airport;1;5000;761;CA;CA-AB;Fort Chipewyan;58.7672004699707;-111.116996765137
YQD;CYQD;The Pas Airport;1;5901;887;CA;CA-MB;The Pas;53.9714012145996;-101.091003417969
